,RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden
3319,Good,79,7,-7,0,21,15
3320,Good,80,2,-7,0,3,41
3321,Good,68,1,4,0,14,23
3322,Good,79,1,-7,1,18,101
3323,Good,79,12,29,13,33,83
3324,Good,86,2,-7,-8,4,-8
3325,Bad,74,3,42,2,28,99
3326,Bad,65,9,-7,1,76,-8
3327,Good,85,21,-7,7,8,-8
3328,Good,65,16,45,3,84,72
3329,Good,71,18,42,7,61,91
3330,Bad,81,4,-7,5,0,3
3331,Good,65,3,11,7,2,75
3332,Good,81,5,40,1,0,92
3333,Good,80,2,3,0,0,-8
3334,Bad,87,27,-7,0,0,-8
3335,Good,78,5,34,0,19,-8
3336,Good,87,21,-7,-8,4,38
3337,Bad,75,41,-7,5,-8,-8
3338,Bad,80,1,-7,3,16,-8
3339,Good,86,4,-7,4,14,83
3340,Good,81,2,-7,3,11,-8
3341,Good,70,3,65,2,23,64
3342,Bad,64,1,-7,1,90,-8
3343,Good,91,32,-7,-8,5,-8
3344,Bad,67,3,23,0,13,83
3345,Good,71,14,11,0,15,-8
3346,Bad,69,14,46,5,60,-8
3347,Bad,89,97,-7,-8,2,-8
3348,Good,70,2,-7,-8,78,81
3349,Bad,59,13,3,0,88,28
3350,Good,81,8,-7,19,9,46
3351,Bad,67,3,0,10,1,-8
3352,Good,87,6,-7,-8,6,-8
3353,Good,70,8,-7,6,89,-8
3354,Good,82,2,-7,6,6,-8
3355,Good,60,6,4,1,21,75
3356,Good,-9,-9,-9,-9,-9,-9
3357,Good,68,3,57,0,52,84
3358,Bad,83,7,34,1,0,51
3359,Good,84,1,-7,0,0,96
3360,Bad,70,2,67,1,82,-8
3361,Good,91,35,-7,-8,10,38
3362,Bad,58,6,4,0,46,84
3363,Good,89,19,-7,0,2,73
3364,Good,75,2,62,0,30,57
3365,Bad,73,2,-7,0,15,-8
3366,Good,72,6,-7,0,15,77
3367,Good,64,14,-7,0,59,78
3368,Good,86,5,50,0,1,73
3369,Bad,82,10,-7,0,12,-8
3370,Bad,63,6,70,0,86,71
3371,Good,72,3,76,0,6,69
3372,Good,71,4,-7,0,34,79
3373,Bad,78,11,-7,0,35,-8
3374,Bad,71,6,-7,0,99,99
3375,Bad,74,32,5,0,6,-8
3376,Good,68,3,21,0,49,60
3377,Bad,68,2,25,0,32,95
3378,Good,85,6,-7,0,2,80
3379,Good,74,4,-7,0,30,57
3380,Good,65,10,41,0,28,26
3381,Bad,79,7,6,0,18,45
3382,Good,82,2,25,0,5,60
3383,Good,78,2,47,0,12,-8
3384,Good,77,23,-7,0,3,-8
3385,Bad,59,3,3,0,11,-8
3386,Good,80,8,-7,0,40,90
3387,Good,76,8,-7,0,9,-8
3388,Bad,83,10,-7,0,37,56
3389,Good,68,7,16,0,14,2
3390,Good,83,14,-7,0,6,54
3391,Good,89,6,-7,0,5,-8
3392,Bad,62,9,-7,0,81,87
3393,Good,70,7,-7,0,90,-8
3394,Bad,68,8,-7,0,79,72
3395,Good,82,3,-7,0,8,100
3396,Good,66,7,19,0,32,-8
3397,Good,65,2,-7,0,35,96
3398,Good,81,13,-7,0,3,-8
3399,Good,81,11,-7,0,21,64
3400,Good,72,3,-7,0,6,-8
3401,Bad,65,3,14,0,87,0
3402,Bad,62,3,-7,0,52,85
3403,Good,-9,-9,-9,-9,-9,-9
3404,Bad,62,9,0,0,50,17
3405,Bad,77,9,-7,0,17,53
3406,Bad,65,1,-7,0,47,87
3407,Good,75,2,-7,0,33,62
3408,Good,78,3,60,0,28,93
3409,Bad,76,30,14,0,30,-8
3410,Bad,68,5,25,0,26,82
3411,Good,66,21,-7,0,75,53
3412,Good,82,22,-7,0,60,63
3413,Bad,64,12,5,0,43,99
3414,Bad,61,1,-7,0,94,92
3415,Good,76,7,-7,0,29,81
3416,Bad,62,2,2,0,37,99
3417,Good,81,11,53,0,23,13
3418,Bad,74,8,-7,0,15,-8
3419,Bad,66,2,2,0,13,-8
3420,Good,86,1,-7,0,3,-8
3421,Good,72,4,71,0,36,92
3422,Good,60,6,6,0,27,54
3423,Bad,65,1,40,0,60,75
3424,Good,82,5,26,0,6,42
3425,Bad,65,6,-7,0,95,-8
3426,Good,-9,-9,-9,-9,-9,-9
3427,Bad,74,7,23,0,1,-8
3428,Bad,75,3,-7,0,4,71
3429,Good,73,9,59,0,37,115
3430,Bad,60,4,25,0,23,82
3431,Good,60,25,2,0,46,15
3432,Good,67,36,21,0,75,7
3433,Good,70,6,-7,4,14,43
3434,Good,64,15,31,0,12,13
3435,Bad,69,12,-7,-8,85,-8
3436,Good,58,3,10,7,61,86
3437,Good,71,7,47,7,21,60
3438,Bad,78,6,-7,6,32,-8
3439,Bad,65,1,-7,0,36,-8
3440,Good,70,4,10,-8,31,75
3441,Good,75,11,7,-8,15,-8
3442,Good,72,2,16,2,36,-8
3443,Bad,57,10,8,0,70,88
3444,Good,64,9,6,0,45,27
3445,Bad,74,17,31,3,14,26
3446,Good,72,1,-7,0,63,70
3447,Good,80,4,20,4,3,49
3448,Bad,78,12,26,13,31,85
3449,Good,57,34,14,5,23,-8
3450,Bad,78,4,-7,3,47,-8
3451,Good,74,5,38,4,41,-8
3452,Good,79,4,-7,10,-8,50
3453,Good,77,2,38,20,27,-8
3454,Bad,81,44,-7,-8,56,-8
3455,Bad,62,8,19,2,55,65
3456,Good,68,6,51,0,41,68
3457,Good,60,3,17,1,82,-8
3458,Good,70,1,3,9,20,100
3459,Good,62,5,2,0,10,119
3460,Good,89,1,-7,-8,6,-8
3461,Bad,60,34,6,0,30,-8
3462,Bad,88,4,-7,-8,0,-8
3463,Good,71,17,54,0,35,-8
3464,Good,81,2,-7,2,26,-8
3465,Bad,55,26,1,23,84,48
3466,Good,79,3,-7,3,14,-8
3467,Bad,65,2,5,0,6,86
3468,Bad,73,2,19,4,5,100
3469,Good,61,10,-7,10,55,66
3470,Good,77,51,-7,-8,8,-8
3471,Good,87,6,-7,3,3,-8
3472,Good,81,2,-7,0,15,-8
3473,Good,71,1,-7,1,53,101
3474,Good,86,16,-7,-8,4,-8
3475,Good,84,1,-7,0,3,100
3476,Good,90,53,-7,-8,0,-8
3477,Good,63,1,2,-8,45,69
3478,Good,76,15,-7,15,35,56
3479,Good,78,13,-7,3,1,-8
3480,Good,75,0,10,0,3,-8
3481,Good,73,1,62,10,15,70
3482,Bad,73,3,-7,23,17,-8
3483,Good,84,0,-7,0,11,-8
3484,Good,81,8,-7,7,5,71
3485,Bad,70,15,12,0,21,79
3486,Good,92,11,-7,-8,0,-8
3487,Bad,68,7,42,8,48,67
3488,Bad,63,8,8,7,84,74
3489,Bad,57,4,4,1,27,56
3490,Good,83,22,-7,2,30,43
3491,Bad,77,7,47,6,3,77
3492,Good,89,184,-7,22,3,-8
3493,Bad,70,4,-7,2,49,82
3494,Good,68,19,-7,10,92,73
3495,Bad,54,17,3,3,68,-8
3496,Bad,54,0,3,1,18,77
3497,Bad,70,0,3,0,7,96
3498,Good,73,0,10,0,8,78
3499,Good,60,1,2,5,14,-8
3500,Good,67,12,21,1,46,50
3501,Good,76,2,56,1,2,-8
3502,Good,91,80,-7,9,2,-8
3503,Bad,76,10,-7,8,1,53
3504,Good,91,31,-7,7,2,-8
3505,Good,91,1,-7,0,2,-8
3506,Good,68,21,12,10,56,-8
3507,Good,64,15,46,0,21,32
3508,Good,79,10,-7,1,2,-8
3509,Bad,65,5,10,-8,28,59
3510,Good,67,9,8,0,3,25
3511,Good,88,22,-7,4,2,-8
3512,Bad,61,20,5,18,63,3
3513,Good,86,32,-7,-8,3,-8
3514,Bad,83,11,-7,10,4,36
3515,Good,85,14,67,11,1,-8
3516,Bad,76,11,-7,15,62,42
3517,Good,68,2,17,14,51,65
3518,Good,87,22,-7,6,0,-8
3519,Good,90,4,-7,4,3,97
3520,Good,87,3,-7,2,9,-8
3521,Good,80,2,-7,6,22,51
3522,Good,87,9,-7,-8,12,85
3523,Bad,61,28,11,2,34,89
3524,Good,84,7,-7,1,2,87
3525,Bad,65,3,-7,0,16,65
3526,Good,66,5,-7,0,5,95
3527,Good,86,4,-7,1,29,85
3528,Good,79,2,-7,0,19,72
3529,Good,56,2,7,1,38,83
3530,Good,72,11,6,3,0,-8
3531,Good,93,18,-7,-8,1,-8
3532,Good,87,15,-7,-8,41,-8
3533,Bad,61,4,-7,6,73,26
3534,Good,85,20,-7,-8,1,63
3535,Good,82,7,-7,23,19,-8
3536,Good,71,4,9,3,46,-8
3537,Bad,70,3,8,3,39,77
3538,Bad,78,1,-7,3,7,77
3539,Good,67,2,33,-8,61,100
3540,Good,66,4,8,8,4,5
3541,Bad,82,24,-7,-8,24,-8
3542,Bad,66,2,6,1,4,-8
3543,Good,87,26,-7,4,0,-8
3544,Good,66,2,26,0,20,-8
3545,Good,70,3,40,9,22,76
3546,Bad,74,1,-7,0,18,-8
3547,Good,73,2,-7,1,6,-8
3548,Good,60,2,10,0,38,-8
3549,Good,79,4,41,3,1,-8
3550,Good,61,1,37,3,32,72
3551,Good,88,16,-7,17,16,-8
3552,Bad,62,15,21,1,0,-8
3553,Bad,84,5,53,19,8,-8
3554,Good,90,2,-7,13,1,92
3555,Bad,68,3,-7,1,82,-8
3556,Good,72,20,-7,1,50,58
3557,Good,88,12,-7,11,0,-8
3558,Bad,65,0,41,0,42,21
3559,Good,66,7,-7,3,59,-8
3560,Bad,64,2,6,1,19,-8
3561,Good,80,5,-7,16,11,46
3562,Bad,67,2,11,1,20,-8
3563,Good,66,3,4,2,4,73
3564,Good,84,11,-7,-8,0,89
3565,Bad,71,0,-7,0,42,45
3566,Bad,81,5,-7,5,6,35
3567,Good,65,20,1,9,33,9
3568,Good,73,2,-7,1,25,97
3569,Good,78,3,-7,20,12,70
3570,Good,78,41,38,-8,18,-8
3571,Bad,67,3,16,2,16,-8
3572,Bad,77,8,-7,1,23,74
3573,Good,76,5,-7,4,60,96
3574,Good,77,35,37,-8,32,50
3575,Good,72,16,38,-8,19,-8
3576,Good,82,4,28,7,14,62
3577,Bad,61,6,6,0,86,-8
3578,Good,90,28,-7,-8,0,-8
3579,Bad,63,9,-7,0,54,59
3580,Bad,76,2,-7,0,2,66
3581,Good,83,16,-7,7,3,67
3582,Bad,72,14,-7,0,35,83
3583,Good,56,10,4,9,41,74
3584,Good,70,14,21,0,61,75
3585,Good,77,5,-7,0,48,-8
3586,Good,87,11,-7,22,3,14
3587,Good,90,57,-7,-8,9,-8
3588,Good,86,11,-7,16,20,-8
3589,Good,72,2,-7,3,20,-8
3590,Good,82,7,-7,-8,12,87
3591,Good,72,8,5,0,7,57
3592,Bad,66,15,8,4,21,79
3593,Good,88,20,-7,-8,3,62
3594,Bad,58,12,3,1,84,-8
3595,Good,90,4,-7,4,1,89
3596,Bad,67,6,38,0,28,-8
3597,Good,83,25,-7,-8,54,-8
3598,Bad,73,21,8,6,19,-8
3599,Good,83,2,-7,2,3,92
3600,Good,81,8,43,3,10,87
3601,Good,71,2,8,0,7,-8
3602,Good,71,6,53,2,38,93
3603,Good,81,28,-7,-8,21,18
3604,Good,87,1,-7,16,8,100
3605,Bad,90,3,-7,0,0,-8
3606,Good,80,6,-7,0,27,47
3607,Good,81,2,-7,1,7,88
3608,Bad,70,3,-7,0,5,58
3609,Bad,70,3,-7,0,5,58
3610,Good,80,18,-7,14,38,73
3611,Good,72,6,15,5,31,43
3612,Good,77,22,-7,4,49,-8
3613,Good,84,10,-7,0,29,54
3614,Bad,68,2,59,5,62,59
3615,Bad,68,1,44,0,43,75
3616,Good,75,2,44,12,30,76
3617,Bad,82,2,-7,2,11,29
3618,Good,65,6,-7,6,43,83
3619,Good,73,8,22,0,66,84
3620,Good,79,25,11,20,6,8
3621,Bad,61,5,0,6,49,79
3622,Good,86,13,-7,12,0,-8
3623,Good,84,4,-7,4,4,91
3624,Bad,68,2,-7,0,30,75
3625,Good,89,23,-7,-8,7,38
3626,Good,64,4,2,9,53,-8
3627,Good,70,3,19,3,22,97
3628,Good,85,15,30,11,1,-8
3629,Good,74,9,-7,9,59,43
3630,Bad,67,2,32,1,42,50
3631,Good,78,10,-7,9,43,-8
3632,Good,69,4,4,4,45,48
3633,Good,91,4,-7,-8,3,-8
3634,Good,72,3,-7,2,60,-8
3635,Good,75,5,42,4,42,-8
3636,Good,88,51,-7,0,5,-8
3637,Good,76,12,-7,-8,44,-8
3638,Bad,90,65,-7,-8,0,-8
3639,Good,76,2,-7,2,9,73
3640,Good,92,4,-7,-8,0,-8
3641,Good,71,7,-7,6,12,60
3642,Good,82,9,-7,1,5,-8
3643,Bad,68,2,-7,5,30,65
3644,Good,83,5,-7,0,8,-8
3645,Bad,60,30,2,4,66,-8
3646,Good,59,4,44,2,53,-8
3647,Good,61,5,7,15,57,83
3648,Bad,79,4,10,6,2,-8
3649,Good,88,3,-7,7,10,-8
3650,Good,78,9,-7,9,13,89
3651,Good,67,3,37,2,7,22
3652,Good,81,1,-7,1,10,95
3653,Good,65,3,-7,0,58,46
3654,Good,81,1,-7,5,18,92
3655,Bad,65,10,2,4,37,83
3656,Good,88,11,-7,-8,2,-8
3657,Bad,55,3,5,2,66,43
3658,Good,55,5,11,4,66,96
3659,Good,79,18,36,19,16,-8
3660,Good,70,3,81,1,39,61
3661,Good,86,3,-7,2,5,19
3662,Good,91,7,-7,-8,3,-8
3663,Good,81,17,-7,4,53,-8
3664,Bad,65,2,55,0,63,61
3665,Bad,73,16,46,0,35,77
3666,Good,67,7,-7,3,87,64
3667,Bad,57,7,2,0,38,-8
3668,Good,72,4,2,20,2,73
3669,Good,72,4,-7,3,16,-8
3670,Good,88,8,-7,19,2,-8
3671,Good,81,7,73,12,7,89
3672,Bad,79,1,-7,1,11,-8
3673,Good,87,8,-7,0,2,71
3674,Good,75,36,-7,0,58,-8
3675,Good,68,19,34,1,1,-8
3676,Bad,73,2,6,1,0,56
3677,Good,68,8,-7,1,71,63
3678,Good,57,11,2,0,20,-8
3679,Good,79,1,68,1,27,98
3680,Bad,76,3,-7,3,48,-8
3681,Good,85,3,-7,2,3,-8
3682,Good,69,8,-7,2,40,21
3683,Good,82,57,-7,0,27,-8
3684,Good,73,37,24,5,38,-8
3685,Bad,69,3,3,14,7,-8
3686,Good,89,7,-7,-8,4,-8
3687,Bad,63,1,28,1,51,90
3688,Good,68,4,53,5,6,85
3689,Good,82,10,-7,0,19,-8
3690,Good,82,2,-7,2,2,41
3691,Good,87,11,-7,18,3,-8
3692,Good,71,1,-7,0,17,89
3693,Good,73,2,-7,0,28,91
3694,Good,79,2,-7,3,26,65
3695,Good,80,3,-7,9,6,74
3696,Good,88,28,-7,-8,7,25
3697,Good,70,6,2,6,33,97
3698,Bad,70,19,19,0,32,27
3699,Bad,64,9,10,0,60,40
3700,Bad,71,8,11,2,26,79
3701,Good,78,12,-7,0,50,-8
3702,Good,77,3,39,2,1,-8
3703,Good,69,5,23,0,40,38
3704,Good,75,3,29,3,1,-8
3705,Good,67,21,36,0,65,-8
3706,Bad,59,1,-7,2,16,78
3707,Good,89,12,-7,12,9,-8
3708,Good,70,11,-7,1,77,97
3709,Bad,59,1,2,0,16,69
3710,Good,75,2,76,4,19,68
3711,Good,80,7,-7,10,1,-8
3712,Good,85,3,-7,0,6,-8
3713,Bad,62,19,10,0,83,-8
3714,Good,86,11,-7,10,0,30
3715,Good,88,9,-7,2,1,100
3716,Good,85,5,-7,5,1,93
3717,Good,78,0,6,0,2,-8
3718,Good,85,13,-7,2,1,26
3719,Good,74,15,8,7,6,41
3720,Good,92,37,-7,0,0,-8
3721,Good,86,9,-7,13,5,84
3722,Good,88,21,-7,3,1,39
3723,Good,64,4,-7,0,5,-8
3724,Good,86,2,-7,1,9,49
3725,Bad,66,30,2,6,15,-8
3726,Good,69,15,11,15,54,62
3727,Good,74,3,4,10,1,46
3728,Good,81,12,-7,14,4,83
3729,Good,89,7,-7,15,2,6
3730,Good,88,5,-7,-8,14,-8
3731,Good,84,2,-7,1,2,-8
3732,Bad,69,9,-7,16,25,-8
3733,Good,66,4,11,2,24,56
3734,Good,77,4,-7,3,14,30
3735,Good,68,8,11,1,5,77
3736,Good,69,2,-7,2,81,-8
3737,Good,89,19,-7,18,14,-8
3738,Bad,59,3,3,1,48,80
3739,Good,72,33,-7,19,5,8
3740,Good,81,10,-7,0,0,67
3741,Good,75,7,-7,6,0,97
3742,Good,72,8,3,4,8,-8
3743,Good,82,5,-7,5,0,95
3744,Bad,84,26,32,-8,9,-8
3745,Good,62,6,4,15,70,85
3746,Good,70,3,-7,1,33,100
3747,Good,85,16,-7,1,18,-8
3748,Bad,66,30,2,0,15,-8
3749,Good,69,2,-7,1,14,68
3750,Bad,68,2,54,1,60,42
3751,Bad,63,6,-7,0,78,-8
3752,Bad,68,7,35,3,48,43
3753,Good,78,7,-7,2,41,84
3754,Good,59,1,1,0,0,95
3755,Good,61,4,69,4,43,76
3756,Bad,70,2,19,1,47,101
3757,Good,84,227,-7,3,22,-8
3758,Bad,60,8,14,14,27,59
3759,Bad,66,4,5,1,32,35
3760,Good,87,24,-7,4,5,63
3761,Good,60,6,-7,0,19,-8
3762,Good,79,2,-7,1,12,-8
3763,Good,78,5,-7,2,5,51
3764,Good,89,4,-7,4,2,9
3765,Good,69,9,0,9,2,46
3766,Good,79,5,6,0,0,-8
3767,Good,79,11,-7,5,42,25
3768,Bad,81,0,-7,1,0,-8
3769,Good,83,3,-7,0,6,93
3770,Bad,60,5,1,6,5,93
3771,Good,86,2,-7,14,8,70
3772,Bad,79,15,68,15,3,-8
3773,Good,72,2,-7,5,22,37
3774,Good,71,12,-7,1,47,93
3775,Good,84,7,-7,3,11,48
3776,Good,74,4,62,4,3,-8
3777,Bad,92,26,-7,7,1,0
3778,Good,68,0,29,4,35,96
3779,Bad,65,1,15,0,10,90
3780,Good,81,0,-7,1,4,56
3781,Good,74,4,30,4,2,-8
3782,Bad,76,5,36,14,3,-8
3783,Good,85,16,-7,0,13,-8
3784,Good,64,1,3,0,11,100
3785,Good,89,15,-7,-8,3,-8
3786,Good,84,2,46,1,18,63
3787,Good,82,7,-7,6,19,-8
3788,Good,91,16,-7,5,2,-8
3789,Good,77,5,54,0,35,-8
3790,Bad,66,1,10,0,0,59
3791,Good,86,9,-7,14,14,92
3792,Bad,39,11,1,0,-8,-8
3793,Good,83,3,-7,3,22,50
3794,Good,77,9,-7,18,43,-8
3795,Bad,81,3,13,0,6,37
3796,Good,62,2,-7,0,49,-8
3797,Good,85,2,-7,2,12,-8
3798,Good,84,5,26,8,6,93
3799,Good,83,20,-7,2,16,20
3800,Good,65,4,48,4,57,-8
3801,Bad,66,7,26,1,49,82
3802,Good,85,5,-7,0,17,-8
3803,Good,-9,-9,-9,-9,-9,-9
3804,Good,83,7,-7,0,27,-8
3805,Bad,57,38,15,1,29,-8
3806,Good,86,19,-7,0,0,58
3807,Good,55,8,19,5,25,100
3808,Good,89,4,-7,-8,6,71
3809,Bad,72,5,6,0,46,89
3810,Good,56,7,0,1,26,42
3811,Good,74,2,6,20,20,85
3812,Bad,79,9,-7,0,26,75
3813,Bad,65,2,16,4,77,-8
3814,Good,80,12,-7,0,3,6
3815,Good,78,3,45,0,1,91
3816,Good,60,4,3,4,33,65
3817,Bad,66,5,9,0,38,61
3818,Good,80,13,-7,0,35,-8
3819,Good,71,6,-7,0,79,95
3820,Good,84,18,-7,3,11,-8
3821,Bad,68,11,2,0,37,64
3822,Good,87,7,-7,8,0,82
3823,Good,76,3,-7,0,76,-8
3824,Good,91,33,-7,-8,2,-8
3825,Good,87,24,-7,0,0,-8
3826,Good,84,12,-7,2,0,-8
3827,Good,75,15,20,1,13,-8
3828,Good,-9,-9,-9,-9,-9,-9
3829,Good,79,12,-7,-8,40,-8
3830,Bad,83,9,-7,0,14,-8
3831,Good,83,13,6,22,23,-8
3832,Good,69,8,-7,0,57,93
3833,Bad,77,7,-7,12,23,-8
3834,Good,80,24,18,2,6,-8
3835,Good,85,7,-7,1,12,-8
3836,Bad,77,16,-7,0,52,83
3837,Bad,72,12,-7,-8,74,-8
3838,Good,81,2,-7,9,7,33
3839,Bad,77,8,67,7,1,-8
3840,Good,89,12,-7,9,15,-8
3841,Good,79,10,13,2,0,37
3842,Good,87,9,-7,1,7,-8
3843,Good,68,3,2,2,6,101
3844,Good,90,3,-7,18,0,72
3845,Good,70,5,-7,1,95,88
3846,Good,75,1,29,1,10,89
3847,Good,88,11,-7,10,2,70
3848,Good,69,1,50,0,34,-8
3849,Bad,69,15,-7,14,60,0
3850,Good,79,4,43,0,0,65
3851,Good,85,7,39,0,0,-8
3852,Good,70,5,1,2,11,61
3853,Good,76,17,-7,2,25,77
3854,Good,85,2,-7,0,5,-8
3855,Bad,45,6,1,1,89,-8
3856,Good,73,2,6,0,5,-8
3857,Good,88,2,-7,3,2,61
3858,Good,66,4,51,8,17,85
3859,Good,86,14,49,-8,8,-8
3860,Good,73,11,2,4,0,72
3861,Good,84,7,-7,0,9,-8
3862,Good,76,3,40,1,22,73
3863,Good,64,2,24,0,35,77
3864,Bad,81,19,-7,18,73,-8
3865,Good,89,14,-7,-8,8,-8
3866,Good,76,1,33,2,43,98
3867,Good,83,25,-7,24,15,31
3868,Good,76,1,-7,0,6,-8
3869,Good,79,5,-7,1,14,38
3870,Good,75,2,-7,8,17,15
3871,Bad,62,5,27,0,10,73
3872,Good,85,4,-7,0,2,100
3873,Good,65,1,-7,2,47,65
3874,Good,80,16,-7,1,12,13
3875,Good,70,3,10,24,15,-8
3876,Bad,72,6,48,0,38,-8
3877,Good,88,15,-7,1,2,-8
3878,Bad,69,1,-7,0,40,-8
3879,Bad,63,6,8,5,36,31
3880,Good,87,2,-7,4,4,-8
3881,Good,75,15,3,-8,7,-8
3882,Good,86,9,-7,1,7,-8
3883,Good,83,9,-7,11,5,12
3884,Good,74,6,20,0,12,-8
3885,Good,58,5,0,5,4,-8
3886,Good,76,10,-7,17,39,22
3887,Good,69,3,-7,2,43,-8
3888,Good,87,38,-7,2,0,-8
3889,Good,88,11,-7,12,14,-8
3890,Bad,58,7,-7,1,83,70
3891,Bad,78,10,-7,0,18,57
3892,Bad,67,17,74,17,72,-8
3893,Bad,54,5,22,4,15,73
3894,Good,85,10,-7,13,1,72
3895,Good,72,8,-7,8,56,-8
3896,Good,88,15,-7,-8,3,47
3897,Bad,64,1,6,0,33,57
3898,Bad,72,20,11,0,4,-8
3899,Good,86,1,-7,0,5,-8
3900,Bad,66,13,0,3,23,83
3901,Good,64,2,-7,0,68,66
3902,Good,70,2,-7,16,71,48
3903,Good,83,4,-7,-8,13,8
3904,Good,80,8,-7,0,37,48
3905,Good,79,4,8,4,6,78
3906,Bad,72,11,1,4,3,19
3907,Good,87,17,-7,-8,8,36
3908,Bad,63,3,3,2,15,43
3909,Bad,84,2,-7,2,8,24
3910,Good,85,8,-7,0,0,85
3911,Good,83,3,27,0,17,-8
3912,Good,86,20,-7,-8,16,59
3913,Good,87,15,-7,21,4,-8
3914,Good,77,15,48,14,40,29
3915,Bad,69,6,11,0,4,-8
3916,Good,89,4,-7,22,9,-8
3917,Good,87,27,-7,2,4,3
3918,Good,76,1,-7,0,13,53
3919,Good,88,6,-7,-8,6,4
3920,Good,71,17,-7,2,50,76
3921,Good,82,17,-7,5,39,-8
3922,Good,80,8,37,9,6,52
3923,Good,82,2,73,1,1,-8
3924,Good,81,7,-7,7,13,-8
3925,Good,72,12,-7,11,37,44
3926,Good,79,35,-7,-8,93,51
3927,Good,91,10,-7,0,0,-8
3928,Good,86,3,-7,0,25,-8
3929,Good,85,8,-7,4,5,-8
3930,Good,76,11,12,10,11,64
3931,Good,85,4,-7,4,15,90
3932,Good,78,26,47,2,15,-8
3933,Bad,87,2,-7,1,5,-8
3934,Good,88,7,-7,6,7,-8
3935,Good,89,17,-7,-8,4,21
3936,Good,90,32,-7,0,1,-8
3937,Good,84,5,-7,4,2,81
3938,Good,82,4,-7,-8,12,51
3939,Bad,63,2,-7,2,46,86
3940,Good,82,18,41,2,9,96
3941,Bad,60,7,2,0,40,-8
3942,Good,86,3,-7,9,2,42
3943,Good,86,15,-7,2,5,-8
3944,Good,59,6,1,0,19,62
3945,Good,85,2,34,1,2,72
3946,Good,71,7,19,1,57,85
3947,Good,70,26,1,1,7,-8
3948,Bad,73,5,55,4,9,85
3949,Good,75,7,-7,7,33,-8
3950,Good,72,11,8,2,0,36
3951,Good,85,17,46,-8,3,75
3952,Good,80,4,74,8,11,-8
3953,Bad,68,4,-7,0,66,73
3954,Good,83,3,-7,-8,4,60
3955,Good,93,7,-7,22,0,90
3956,Good,71,4,-7,5,32,71
3957,Good,84,13,-7,1,14,-8
3958,Bad,69,3,13,3,33,45
3959,Good,72,5,0,10,7,-8
3960,Good,82,6,-7,5,5,-8
3961,Good,83,1,-7,0,6,74
3962,Good,87,6,-7,-8,7,-8
3963,Bad,79,1,-7,0,15,63
3964,Good,67,1,12,3,36,88
3965,Good,71,8,54,3,57,-8
3966,Good,80,2,47,2,1,81
3967,Good,84,13,-7,19,15,31
3968,Good,79,16,-7,0,14,79
3969,Good,85,2,-7,2,6,-8
3970,Good,93,24,-7,8,1,-8
3971,Bad,71,3,-7,17,59,-8
3972,Bad,72,13,18,0,13,81
3973,Good,75,0,30,0,11,88
3974,Good,76,7,70,0,5,79
3975,Good,81,6,-7,4,3,-8
3976,Good,86,2,-7,0,9,-8
3977,Good,87,2,-7,2,6,-8
3978,Good,71,4,55,12,53,59
3979,Good,72,3,-7,2,30,97
3980,Good,84,37,20,6,1,-8
3981,Good,89,24,-7,3,3,-8
3982,Good,67,4,34,0,3,36
3983,Good,90,25,-7,23,0,-8
3984,Good,73,3,-7,3,51,-8
3985,Good,76,10,79,3,6,69
3986,Good,87,14,-7,4,8,81
3987,Good,85,31,-7,1,28,-8
3988,Bad,63,9,5,0,60,92
3989,Good,82,9,-7,14,5,92
3990,Good,80,2,-7,10,29,66
3991,Good,81,4,-7,5,26,40
3992,Good,79,1,-7,0,36,34
3993,Good,82,58,30,0,3,-8
3994,Good,85,8,-7,0,18,76
3995,Bad,73,2,34,1,8,66
3996,Good,71,8,32,0,46,94
3997,Good,70,20,4,-8,8,-8
3998,Bad,59,10,2,1,50,75
3999,Good,83,22,-7,-8,0,51
4000,Bad,79,9,8,11,4,90
4001,Bad,79,6,13,-8,24,-8
4002,Good,87,37,-7,15,11,8
4003,Good,72,26,11,22,0,85
4004,Bad,85,10,-7,0,13,-8
4005,Good,83,29,-7,17,2,51
4006,Good,76,9,21,8,4,-8
4007,Bad,85,5,-7,1,19,-8
4008,Good,83,2,37,5,8,-8
4009,Good,86,88,73,-8,0,-8
4010,Good,82,5,36,4,6,82
4011,Good,91,17,-7,16,3,-8
4012,Bad,57,3,-7,6,71,89
4013,Good,68,4,9,0,9,-8
4014,Good,81,1,29,3,16,75
4015,Good,87,3,-7,-8,5,-8
4016,Good,77,2,76,9,9,74
4017,Good,91,20,-7,1,3,14
4018,Good,83,5,42,5,14,73
4019,Good,80,3,-7,3,0,-8
4020,Bad,69,23,8,6,12,59
4021,Good,91,12,-7,12,10,-8
4022,Good,63,2,37,2,43,78
4023,Good,90,19,-7,18,3,-8
4024,Good,73,0,19,0,42,78
4025,Good,71,8,-7,10,43,90
4026,Good,74,10,15,3,7,54
4027,Good,92,18,-7,-8,1,-8
4028,Good,90,35,-7,-8,0,-8
4029,Good,82,4,-7,0,19,91
4030,Good,84,3,-7,3,0,-8
4031,Bad,74,3,-7,3,55,100
4032,Good,79,3,0,-8,13,98
4033,Good,77,8,-7,3,30,42
4034,Bad,63,2,10,0,37,67
4035,Good,85,2,-7,1,0,-8
